SL_NO,RESERVOIR,YEAR,WEEK_NO,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,UNIQUE_KEY
1227,Kabini,2011,14,2011-04-07,10.71,2267.97,58,1450,KABINI-2011-04-07
1228,Kabini,2011,14,2011-04-08,10.63,2267.78,633,1517,KABINI-2011-04-08
1313,Kabini,2011,15,2011-04-09,10.49,2267.49,230,1650,KABINI-2011-04-09
1314,Kabini,2011,15,2011-04-10,10.34,2267.17,69,1650,KABINI-2011-04-10
1315,Kabini,2011,15,2011-04-11,3.88,2837.20,10,350,KABINI-2011-04-11
1316,Kabini,2011,15,2011-04-12,10.05,2266.52,55,1650,KABINI-2011-04-12
1317,Kabini,2011,15,2011-04-13,9.90,2266.19,54,1650,KABINI-2011-04-13
1318,Kabini,2011,15,2011-04-14,9.77,2265.90,73,1450,KABINI-2011-04-14
1319,Kabini,2011,15,2011-04-15,9.64,2265.61,91,1450,KABINI-2011-04-15
1404,Kabini,2011,16,2011-04-16,9.51,2265.32,91,1450,KABINI-2011-04-16
1405,Kabini,2011,16,2011-04-17,9.38,2265.03,90,1450,KABINI-2011-04-17
1406,Kabini,2011,16,2011-04-18,9.26,2264.74,109,1450,KABINI-2011-04-18
1407,Kabini,2011,16,2011-04-19,9.18,2264.57,717,1450,KABINI-2011-04-19
1408,Kabini,2011,16,2011-04-20,9.12,2264.43,869,1450,KABINI-2011-04-20
1409,Kabini,2011,16,2011-04-21,9.12,2264.43,1566,1440,KABINI-2011-04-21
1410,Kabini,2011,16,2011-04-22,9.12,2264.43,866,740,KABINI-2011-04-22
1495,Kabini,2011,17,2011-04-23,9.28,2264.79,2105,159,KABINI-2011-04-23
1496,Kabini,2011,17,2011-04-24,9.70,2265.75,5128,90,KABINI-2011-04-24
1497,Kabini,2011,17,2011-04-25,9.91,2266.21,2602,90,KABINI-2011-04-25
1498,Kabini,2011,17,2011-04-26,10.10,2266.64,2471,90,KABINI-2011-04-26
1499,Kabini,2011,17,2011-04-27,10.15,2266.75,817,110,KABINI-2011-04-27
1500,Kabini,2011,17,2011-04-28,10.18,2266.81,556,110,KABINI-2011-04-28
1501,Kabini,2011,17,2011-04-29,10.13,2266.70,311,755,KABINI-2011-04-29
1586,Kabini,2011,18,2011-04-30,10.07,2266.58,184,680,KABINI-2011-04-30
1587,Kabini,2011,18,2011-05-01,10.04,2266.50,353,640,KABINI-2011-05-01
1588,Kabini,2011,18,2011-05-02,9.99,2266.40,257,640,KABINI-2011-05-02
1589,Kabini,2011,18,2011-05-03,9.94,2266.28,153,640,KABINI-2011-05-03
1590,Kabini,2011,18,2011-05-04,9.88,2266.15,120,660,KABINI-2011-05-04
1591,Kabini,2011,18,2011-05-05,9.84,2266.05,277,660,KABINI-2011-05-05
1592,Kabini,2011,18,2011-05-06,9.68,2265.70,206,1868,KABINI-2011-05-06
1677,Kabini,2011,19,2011-05-07,9.54,2265.39,208,1660,KABINI-2011-05-07
1678,Kabini,2011,19,2011-05-08,9.40,2265.06,179,1735,KABINI-2011-05-08
1679,Kabini,2011,19,2011-05-09,9.24,2264.70,172,1860,KABINI-2011-05-09
1680,Kabini,2011,19,2011-05-10,9.08,2264.34,176,1860,KABINI-2011-05-10
1681,Kabini,2011,19,2011-05-11,8.92,2263.97,128,1860,KABINI-2011-05-11
1682,Kabini,2011,19,2011-05-12,8.76,2263.59,118,1860,KABINI-2011-05-12
1683,Kabini,2011,19,2011-05-13,8.60,2263.21,117,1860,KABINI-2011-05-13
1768,Kabini,2011,20,2011-05-14,8.44,2262.83,145,1860,KABINI-2011-05-14
1769,Kabini,2011,20,2011-05-15,8.29,2262.47,110,1693,KABINI-2011-05-15
1770,Kabini,2011,20,2011-05-16,8.15,2262.14,218,1660,KABINI-2011-05-16
1771,Kabini,2011,20,2011-05-17,8.01,2261.79,147,1640,KABINI-2011-05-17
1772,Kabini,2011,20,2011-05-18,7.87,2261.43,130,1640,KABINI-2011-05-18
1773,Kabini,2011,20,2011-05-19,7.82,2261.30,105,573,KABINI-2011-05-19
1774,Kabini,2011,20,2011-05-20,7.85,2261.38,573,90,KABINI-2011-05-20
1859,Kabini,2011,21,2011-05-21,7.85,2261.38,210,90,KABINI-2011-05-21
1860,Kabini,2011,21,2011-05-22,7.85,2261.38,210,90,KABINI-2011-05-22
1861,Kabini,2011,21,2011-05-23,7.85,2261.38,210,90,KABINI-2011-05-23
1862,Kabini,2011,21,2011-05-24,7.85,2261.38,210,90,KABINI-2011-05-24
1863,Kabini,2011,21,2011-05-25,7.85,2261.38,210,90,KABINI-2011-05-25
1864,Kabini,2011,21,2011-05-26,7.85,2261.38,210,90,KABINI-2011-05-26
1865,Kabini,2011,21,2011-05-27,7.85,2261.38,210,90,KABINI-2011-05-27
1932,Kabini,2011,22,2011-05-28,7.87,2261.43,585,236,KABINI-2011-05-28
1933,Kabini,2011,22,2011-05-29,7.85,2261.38,309,415,KABINI-2011-05-29
1934,Kabini,2011,22,2011-05-30,7.81,2261.28,107,440,KABINI-2011-05-30
1935,Kabini,2011,22,2011-05-31,7.68,2260.94,242,1656,KABINI-2011-05-31
2020,Kabini,2011,23,2011-06-01,7.56,2260.63,245,1490,KABINI-2011-06-01
2021,Kabini,2011,23,2011-06-02,7.46,2260.35,118,1265,KABINI-2011-06-02
2022,Kabini,2011,23,2011-06-03,7.54,2260.56,1891,882,KABINI-2011-06-03
2023,Kabini,2011,23,2011-06-04,8.06,2261.91,7205,1053,KABINI-2011-06-04
2024,Kabini,2011,23,2011-06-05,8.48,2262.94,6206,1240,KABINI-2011-06-05
2025,Kabini,2011,23,2011-06-06,8.92,2263.96,6356,1240,KABINI-2011-06-06
2026,Kabini,2011,23,2011-06-07,9.16,2264.53,4214,1240,KABINI-2011-06-07
2027,Kabini,2011,23,2011-06-08,9.31,2264.86,3007,1240,KABINI-2011-06-08
2028,Kabini,2011,23,2011-06-09,9.44,2265.16,2668,1040,KABINI-2011-06-09
2029,Kabini,2011,23,2011-06-10,9.59,2265.50,2530,686,KABINI-2011-06-10
2132,Kabini,2011,24,2011-06-11,9.72,2265.80,2140,500,KABINI-2011-06-11
2133,Kabini,2011,24,2011-06-12,9.98,2266.38,3616,500,KABINI-2011-06-12
2134,Kabini,2011,24,2011-06-13,10.26,2266.98,3742,500,KABINI-2011-06-13
2135,Kabini,2011,24,2011-06-14,10.57,2267.65,4191,500,KABINI-2011-06-14
2136,Kabini,2011,24,2011-06-15,11.01,2268.60,6198,938,KABINI-2011-06-15
2137,Kabini,2011,24,2011-06-16,11.37,2269.36,5503,1200,KABINI-2011-06-16
2138,Kabini,2011,24,2011-06-17,11.59,2269.80,3765,1200,KABINI-2011-06-17
2223,Kabini,2011,25,2011-06-18,12.13,2270.90,7372,1000,KABINI-2011-06-18
2224,Kabini,2011,25,2011-06-19,13.48,2273.52,16792,1000,KABINI-2011-06-19
2225,Kabini,2011,25,2011-06-20,14.85,2276.05,17123,1200,KABINI-2011-06-20
2226,Kabini,2011,25,2011-06-21,15.60,2277.43,9764,867,KABINI-2011-06-21
2227,Kabini,2011,25,2011-06-22,15.95,2278.05,4795,700,KABINI-2011-06-22
2228,Kabini,2011,25,2011-06-23,16.11,2278.35,2759,700,KABINI-2011-06-23
2229,Kabini,2011,25,2011-06-24,16.24,2278.57,2243,700,KABINI-2011-06-24
2314,Kabini,2011,26,2011-06-25,16.40,2278.87,2759,700,KABINI-2011-06-25
2315,Kabini,2011,26,2011-06-26,16.73,2279.44,4567,700,KABINI-2011-06-26
2316,Kabini,2011,26,2011-06-27,17.09,2280.08,6022,1650,KABINI-2011-06-27
2317,Kabini,2011,26,2011-06-28,17.62,2280.97,9150,2917,KABINI-2011-06-28
2318,Kabini,2011,26,2011-06-29,17.99,2281.58,13434,9042,KABINI-2011-06-29
2319,Kabini,2011,26,2011-06-30,17.84,2281.33,10391,12000,KABINI-2011-06-30
2320,Kabini,2011,26,2011-07-01,17.72,2281.13,5718,6979,KABINI-2011-07-01
2405,Kabini,2011,27,2011-07-02,17.62,2280.97,3998,5000,KABINI-2011-07-02
2406,Kabini,2011,27,2011-07-03,17.49,2280.75,3603,5000,KABINI-2011-07-03
2407,Kabini,2011,27,2011-07-04,17.39,2280.58,2945,4000,KABINI-2011-07-04
2408,Kabini,2011,27,2011-07-05,17.34,2280.50,2208,2646,KABINI-2011-07-05
2409,Kabini,2011,27,2011-07-06,17.32,2280.46,1835,2000,KABINI-2011-07-06
2410,Kabini,2011,27,2011-07-07,17.35,2280.51,1953,1500,KABINI-2011-07-07
2411,Kabini,2011,27,2011-07-08,17.35,2280.51,2068,1958,KABINI-2011-07-08
2580,Kabini,2011,29,2011-07-16,17.66,2281.04,8744,4790,KABINI-2011-07-16
2581,Kabini,2011,29,2011-07-17,17.76,2281.20,13748,12519,KABINI-2011-07-17
2582,Kabini,2011,29,2011-07-18,17.66,2281.04,22075,23081,KABINI-2011-07-18
2583,Kabini,2011,29,2011-07-19,17.30,2280.43,23839,27915,KABINI-2011-07-19
2584,Kabini,2011,29,2011-07-20,17.33,2280.48,21117,20665,KABINI-2011-07-20
2585,Kabini,2011,29,2011-07-21,17.23,2280.31,16984,18040,KABINI-2011-07-21
2586,Kabini,2011,29,2011-07-22,17.24,2280.33,15786,15540,KABINI-2011-07-22
2671,Kabini,2011,30,2011-07-23,17.23,2280.31,15512,15540,KABINI-2011-07-23
2672,Kabini,2011,30,2011-07-24,17.23,2280.31,15649,15540,KABINI-2011-07-24
2673,Kabini,2011,30,2011-07-25,17.24,2280.33,15786,15540,KABINI-2011-07-25
2674,Kabini,2011,30,2011-07-26,17.41,2280.62,17637,15540,KABINI-2011-07-26
2675,Kabini,2011,30,2011-07-27,17.39,2280.58,15376,15540,KABINI-2011-07-27
2676,Kabini,2011,30,2011-07-28,17.29,2280.41,9183,10123,KABINI-2011-07-28
2677,Kabini,2011,30,2011-07-29,17.23,2280.32,5294,5686,KABINI-2011-07-29
2762,Kabini,2011,31,2011-07-30,17.12,2280.13,4462,5540,KABINI-2011-07-30
2763,Kabini,2011,31,2011-07-31,17.01,2279.94,2165,3228,KABINI-2011-07-31
2764,Kabini,2011,31,2011-08-01,16.97,2279.87,2302,2540,KABINI-2011-08-01
2765,Kabini,2011,31,2011-08-02,16.99,2279.90,2003,1582,KABINI-2011-08-02
2766,Kabini,2011,31,2011-08-03,17.18,2280.23,4000,1540,KABINI-2011-08-03
2767,Kabini,2011,31,2011-08-04,17.45,2280.69,5418,2040,KABINI-2011-08-04
2768,Kabini,2011,31,2011-08-05,17.73,2281.15,7439,4040,KABINI-2011-08-05
2853,Kabini,2011,32,2011-08-06,18.16,2281.87,11797,6540,KABINI-2011-08-06
2854,Kabini,2011,32,2011-08-07,18.37,2282.20,17963,15373,KABINI-2011-08-07
2855,Kabini,2011,32,2011-08-08,18.57,2282.53,15416,12790,KABINI-2011-08-08
2856,Kabini,2011,32,2011-08-09,18.69,2282.72,13152,11540,KABINI-2011-08-09
2857,Kabini,2011,32,2011-08-10,18.85,2282.98,10452,8332,KABINI-2011-08-10
2858,Kabini,2011,32,2011-08-11,18.87,2283.01,8995,8540,KABINI-2011-08-11
2859,Kabini,2011,32,2011-08-12,18.87,2283,7033,6873,KABINI-2011-08-12
2944,Kabini,2011,33,2011-08-13,18.86,2282.99,6702,6540,KABINI-2011-08-13
2945,Kabini,2011,33,2011-08-14,19,2283.20,8352,6540,KABINI-2011-08-14
2946,Kabini,2011,33,2011-08-15,19.02,2283.23,7001,6540,KABINI-2011-08-15
2947,Kabini,2011,33,2011-08-16,18.87,2283.01,5121,6540,KABINI-2011-08-16
2948,Kabini,2011,33,2011-08-17,18.72,2282.76,4958,6540,KABINI-2011-08-17
2949,Kabini,2011,33,2011-08-18,18.75,2282.81,2554,2957,KABINI-2011-08-18
2950,Kabini,2011,33,2011-08-19,18.96,2283.15,5282,2540,KABINI-2011-08-19
3035,Kabini,2011,34,2011-08-20,18.93,2283.09,4741,4957,KABINI-2011-08-20
3036,Kabini,2011,34,2011-08-21,18.90,2283.05,3557,3623,KABINI-2011-08-21
3037,Kabini,2011,34,2011-08-22,19.13,2283.40,6366,3498,KABINI-2011-08-22
3038,Kabini,2011,34,2011-08-23,19.08,2283.32,4633,4998,KABINI-2011-08-23
3039,Kabini,2011,34,2011-08-24,19.01,2283.22,4524,5040,KABINI-2011-08-24
3040,Kabini,2011,34,2011-08-25,18.88,2283.02,3771,5040,KABINI-2011-08-25
3041,Kabini,2011,34,2011-08-26,18.77,2282.84,3964,5040,KABINI-2011-08-26
3126,Kabini,2011,35,2011-08-27,18.67,2282.69,4186,5040,KABINI-2011-08-27
3127,Kabini,2011,35,2011-08-28,18.75,2282.81,6645,5540,KABINI-2011-08-28
3128,Kabini,2011,35,2011-08-29,18.77,2282.85,6565,6040,KABINI-2011-08-29
3129,Kabini,2011,35,2011-08-30,18.88,2283.02,7513,6040,KABINI-2011-08-30
3130,Kabini,2011,35,2011-08-31,19.21,2283.53,12475,8403,KABINI-2011-08-31
3131,Kabini,2011,35,2011-09-01,19.22,2283.55,20239,19852,KABINI-2011-09-01
3132,Kabini,2011,35,2011-09-02,18.23,2281.99,28053,39277,KABINI-2011-09-02
3189,Kabini,2011,36,2011-09-03,18.83,2282.94,25592,18466,KABINI-2011-09-03
3190,Kabini,2011,36,2011-09-04,19.08,2283.33,26780,23623,KABINI-2011-09-04
3191,Kabini,2011,36,2011-09-05,18.92,2283.08,23752,25393,KABINI-2011-09-05
3192,Kabini,2011,36,2011-09-06,19.43,2283.86,14000,7893,KABINI-2011-09-06
3193,Kabini,2011,36,2011-09-07,19.52,2284,11273,9977,KABINI-2011-09-07
3194,Kabini,2011,36,2011-09-08,19.52,2284,10803,10560,KABINI-2011-09-08
3195,Kabini,2011,36,2011-09-09,19.52,2284,7449,7206,KABINI-2011-09-09
3280,Kabini,2011,37,2011-01-01,16.04,2278.22,570,50,KABINI-2011-01-01
3281,Kabini,2011,37,2011-01-02,16.08,2278.29,570,50,KABINI-2011-01-02
3282,Kabini,2011,37,2011-01-03,16.12,2278.37,635,50,KABINI-2011-01-03
3283,Kabini,2011,37,2011-01-04,16.16,2278.43,506,50,KABINI-2011-01-04
3284,Kabini,2011,37,2011-01-05,16.19,2278.49,506,50,KABINI-2011-01-05
3285,Kabini,2011,37,2011-09-10,19.52,2284,7333,7090,KABINI-2011-09-10
3286,Kabini,2011,37,2011-09-11,19.52,2284,7333,7090,KABINI-2011-09-11
3287,Kabini,2011,37,2011-09-12,19.52,2284,7333,7090,KABINI-2011-09-12
3288,Kabini,2011,37,2011-09-13,19.43,2283.86,6280,7090,KABINI-2011-09-13
3289,Kabini,2011,37,2011-09-14,19.20,2283.51,4699,7090,KABINI-2011-09-14
3290,Kabini,2011,37,2011-09-15,19.03,2283.25,5375,7090,KABINI-2011-09-15
3291,Kabini,2011,37,2011-09-16,18.93,2283.09,6126,7090,KABINI-2011-09-16
3376,Kabini,2011,38,2011-01-06,16.22,2278.55,506,50,KABINI-2011-01-06
3377,Kabini,2011,38,2011-01-07,16.26,2278.61,506,50,KABINI-2011-01-07
3378,Kabini,2011,38,2011-01-08,16.29,2278.67,506,50,KABINI-2011-01-08
3379,Kabini,2011,38,2011-01-09,16.33,2278.73,506,50,KABINI-2011-01-09
3380,Kabini,2011,38,2011-01-10,16.36,2278.79,506,50,KABINI-2011-01-10
3381,Kabini,2011,38,2011-01-11,16.39,2278.84,442,50,KABINI-2011-01-11
3382,Kabini,2011,38,2011-01-12,16.44,2278.93,377,50,KABINI-2011-01-12
3383,Kabini,2011,38,2011-09-17,19.03,2283.25,8533,7090,KABINI-2011-09-17
3384,Kabini,2011,38,2011-09-18,18.98,2283.17,4811,5173,KABINI-2011-09-18
3385,Kabini,2011,38,2011-09-19,18.83,2282.94,3615,5090,KABINI-2011-09-19
3386,Kabini,2011,38,2011-09-20,18.72,2282.76,3064,4132,KABINI-2011-09-20
3387,Kabini,2011,38,2011-09-21,18.59,2282.56,2877,4090,KABINI-2011-09-21
3388,Kabini,2011,38,2011-09-22,18.44,2282.32,2586,4090,KABINI-2011-09-22
3389,Kabini,2011,38,2011-09-23,18.35,2282.18,2352,3132,KABINI-2011-09-23
3474,Kabini,2011,39,2011-01-13,16.44,2278.93,377,50,KABINI-2011-01-13
3475,Kabini,2011,39,2011-01-14,16.45,2278.96,313,50,KABINI-2011-01-14
3476,Kabini,2011,39,2011-01-15,16.47,2278.99,313,50,KABINI-2011-01-15
3477,Kabini,2011,39,2011-01-16,16.48,2279.01,250,50,KABINI-2011-01-16
3478,Kabini,2011,39,2011-01-17,16.49,2279.03,252,50,KABINI-2011-01-17
3479,Kabini,2011,39,2011-01-18,16.51,2279.06,317,50,KABINI-2011-01-18
3480,Kabini,2011,39,2011-01-19,16.53,2279.09,317,50,KABINI-2011-01-19
3481,Kabini,2011,39,2011-09-24,18.24,2282,1720,2790,KABINI-2011-09-24
3482,Kabini,2011,39,2011-09-25,18.12,2281.80,1628,2790,KABINI-2011-09-25
3483,Kabini,2011,39,2011-09-26,18,2281.60,1627,2790,KABINI-2011-09-26
3484,Kabini,2011,39,2011-09-27,17.85,2281.36,1347,2790,KABINI-2011-09-27
3485,Kabini,2011,39,2011-09-28,17.69,2281.08,1067,2790,KABINI-2011-09-28
3486,Kabini,2011,39,2011-09-29,17.54,2280.84,1066,2490,KABINI-2011-09-29
3487,Kabini,2011,39,2011-09-30,17.39,2280.59,1007,2490,KABINI-2011-09-30
3572,Kabini,2011,40,2011-10-01,17.23,2280.31,800,2490,KABINI-2011-10-01
3573,Kabini,2011,40,2011-10-02,17.06,2280.03,777,2490,KABINI-2011-10-02
3574,Kabini,2011,40,2011-10-03,16.89,2279.73,709,2490,KABINI-2011-10-03
3575,Kabini,2011,40,2011-10-04,16.72,2279.43,716,2490,KABINI-2011-10-04
3576,Kabini,2011,40,2011-10-05,16.54,2279.11,583,2490,KABINI-2011-10-05
3577,Kabini,2011,40,2011-10-06,16.36,2278.80,678,2490,KABINI-2011-10-06
3578,Kabini,2011,40,2011-10-07,16.17,2278.46,701,2690,KABINI-2011-10-07
3663,Kabini,2011,41,2011-10-08,15.99,2278.12,701,2690,KABINI-2011-10-08
3664,Kabini,2011,41,2011-10-09,15.80,2277.78,710,2690,KABINI-2011-10-09
3665,Kabini,2011,41,2011-10-10,15.63,2277.48,972,2690,KABINI-2011-10-10
3666,Kabini,2011,41,2011-10-11,15.49,2277.23,1291,2690,KABINI-2011-10-11
3667,Kabini,2011,41,2011-10-12,15.38,2277.02,1547,2690,KABINI-2011-10-12
3668,Kabini,2011,41,2011-10-13,15.25,2276.79,1432,2690,KABINI-2011-10-13
3669,Kabini,2011,41,2011-10-14,15.16,2276.62,1594,2470,KABINI-2011-10-14
3754,Kabini,2011,42,2011-10-15,15.19,2276.68,3051,2470,KABINI-2011-10-15
3755,Kabini,2011,42,2011-10-16,15.22,2276.74,2851,2270,KABINI-2011-10-16
3756,Kabini,2011,42,2011-10-17,15.14,2276.59,1520,2270,KABINI-2011-10-17
3757,Kabini,2011,42,2011-10-18,15.03,2276.38,1140,2270,KABINI-2011-10-18
3758,Kabini,2011,42,2011-10-19,14.91,2276.16,1496,2690,KABINI-2011-10-19
3759,Kabini,2011,42,2011-10-20,14.79,2275.94,1500,2690,KABINI-2011-10-20
3760,Kabini,2011,42,2011-10-21,14.65,2275.69,1200,2590,KABINI-2011-10-21
3845,Kabini,2011,43,2011-10-22,14.55,2275.51,1460,2390,KABINI-2011-10-22
3846,Kabini,2011,43,2011-10-23,14.43,2275.28,1245,2490,KABINI-2011-10-23
3847,Kabini,2011,43,2011-10-24,14.40,2275.23,2256,2370,KABINI-2011-10-24
3848,Kabini,2011,43,2011-10-25,14.52,2275.46,4115,2470,KABINI-2011-10-25
3849,Kabini,2011,43,2011-10-26,14.56,2275.52,2947,2370,KABINI-2011-10-26
3850,Kabini,2011,43,2011-10-27,14.60,2275.59,3010,2370,KABINI-2011-10-27
3851,Kabini,2011,43,2011-10-28,14.54,2275.49,1942,2370,KABINI-2011-10-28
3936,Kabini,2011,44,2011-10-29,14.44,2275.31,1659,2590,KABINI-2011-10-29
3937,Kabini,2011,44,2011-10-30,14.31,2275.06,1219,2590,KABINI-2011-10-30
3938,Kabini,2011,44,2011-10-31,14.28,2275,1219,2370,KABINI-2011-10-31
3939,Kabini,2011,44,2011-11-01,14.22,2274.90,1946,2370,KABINI-2011-11-01
3940,Kabini,2011,44,2011-11-02,14.10,2274.68,1184,2370,KABINI-2011-11-02
3941,Kabini,2011,44,2011-11-03,14.06,2274.60,1836,2150,KABINI-2011-11-03
