SL_NO,RESERVOIR,YEAR,WEEK_NO,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,UNIQUE_KEY
1765,K.R.S,2011,20,2011-05-18,19.63,95.71,600,4499,K.R.S-2011-05-18
1766,K.R.S,2011,20,2011-05-19,19.29,95.21,637,4492,K.R.S-2011-05-19
1767,K.R.S,2011,20,2011-05-20,19.14,95,2967,4488,K.R.S-2011-05-20
1852,K.R.S,2011,21,2011-05-21,18.94,94.70,2148,4333,K.R.S-2011-05-21
1853,K.R.S,2011,21,2011-05-22,18.66,94.29,1216,4264,K.R.S-2011-05-22
1854,K.R.S,2011,21,2011-05-23,18.36,93.85,1002,4254,K.R.S-2011-05-23
1855,K.R.S,2011,21,2011-05-24,18.05,93.37,843,4341,K.R.S-2011-05-24
1856,K.R.S,2011,21,2011-05-25,17.72,92.87,707,4332,K.R.S-2011-05-25
1857,K.R.S,2011,21,2011-05-26,17.57,92.63,1225,2849,K.R.S-2011-05-26
1858,K.R.S,2011,21,2011-05-27,17.43,92.41,1186,2661,K.R.S-2011-05-27
1928,K.R.S,2011,22,2011-05-28,17.34,92.28,2001,2809,K.R.S-2011-05-28
1929,K.R.S,2011,22,2011-05-29,17.24,92.12,1776,2807,K.R.S-2011-05-29
1930,K.R.S,2011,22,2011-05-30,17.13,91.94,1637,2805,K.R.S-2011-05-30
1931,K.R.S,2011,22,2011-05-31,17.12,91.93,1126,1047,K.R.S-2011-05-31
2010,K.R.S,2011,23,2011-06-01,17.13,91.95,1306,1047,K.R.S-2011-06-01
2011,K.R.S,2011,23,2011-06-02,17.14,91.97,1163,897,K.R.S-2011-06-02
2012,K.R.S,2011,23,2011-06-03,17.16,92,1030,692,K.R.S-2011-06-03
2013,K.R.S,2011,23,2011-06-04,17.27,92.16,1799,488,K.R.S-2011-06-04
2014,K.R.S,2011,23,2011-06-05,17.36,92.30,1652,490,K.R.S-2011-06-05
2015,K.R.S,2011,23,2011-06-06,17.45,92.44,1653,490,K.R.S-2011-06-06
2016,K.R.S,2011,23,2011-06-07,17.61,92.70,2544,491,K.R.S-2011-06-07
2017,K.R.S,2011,23,2011-06-08,17.94,93.20,4369,495,K.R.S-2011-06-08
2018,K.R.S,2011,23,2011-06-09,18.23,93.65,4056,498,K.R.S-2011-06-09
2019,K.R.S,2011,23,2011-06-10,18.46,94,3296,501,K.R.S-2011-06-10
2125,K.R.S,2011,24,2011-06-11,18.68,94.32,3145,507,K.R.S-2011-06-11
2126,K.R.S,2011,24,2011-06-12,18.88,94.62,3142,660,K.R.S-2011-06-12
2127,K.R.S,2011,24,2011-06-13,19.14,95,3771,663,K.R.S-2011-06-13
2128,K.R.S,2011,24,2011-06-14,19.56,95.60,5631,666,K.R.S-2011-06-14
2129,K.R.S,2011,24,2011-06-15,19.83,96,5524,2170,K.R.S-2011-06-15
2130,K.R.S,2011,24,2011-06-16,20.05,96.30,7231,4613,K.R.S-2011-06-16
2131,K.R.S,2011,24,2011-06-17,20.30,96.65,7281,4243,K.R.S-2011-06-17
2216,K.R.S,2011,25,2011-06-18,20.49,96.92,6659,4296,K.R.S-2011-06-18
2217,K.R.S,2011,25,2011-06-19,20.72,97.23,7460,4712,K.R.S-2011-06-19
2218,K.R.S,2011,25,2011-06-20,21.47,98.25,13575,4722,K.R.S-2011-06-20
2219,K.R.S,2011,25,2011-06-21,21.92,98.85,10210,4838,K.R.S-2011-06-21
2220,K.R.S,2011,25,2011-06-22,22.04,99,6603,5156,K.R.S-2011-06-22
2221,K.R.S,2011,25,2011-06-23,22.07,99.05,4126,3537,K.R.S-2011-06-23
2222,K.R.S,2011,25,2011-06-24,22.11,99.10,2997,2408,K.R.S-2011-06-24
2307,K.R.S,2011,26,2011-06-25,22.09,99.07,3315,3442,K.R.S-2011-06-25
2308,K.R.S,2011,26,2011-06-26,21.98,98.93,4062,5158,K.R.S-2011-06-26
2309,K.R.S,2011,26,2011-06-27,22.04,99,7246,6496,K.R.S-2011-06-27
2310,K.R.S,2011,26,2011-06-28,22.42,99.50,11483,6864,K.R.S-2011-06-28
2311,K.R.S,2011,26,2011-06-29,23.07,100.33,13481,5829,K.R.S-2011-06-29
2312,K.R.S,2011,26,2011-06-30,23.72,101.15,12609,4893,K.R.S-2011-06-30
2313,K.R.S,2011,26,2011-07-01,23.94,101.42,7601,4907,K.R.S-2011-07-01
2398,K.R.S,2011,27,2011-07-02,23.97,101.45,5463,5058,K.R.S-2011-07-02
2399,K.R.S,2011,27,2011-07-03,23.89,101.35,4238,5058,K.R.S-2011-07-03
2400,K.R.S,2011,27,2011-07-04,23.90,101.36,5273,5057,K.R.S-2011-07-04
2401,K.R.S,2011,27,2011-07-05,23.94,101.42,5594,4908,K.R.S-2011-07-05
2402,K.R.S,2011,27,2011-07-06,23.90,101.36,4464,4908,K.R.S-2011-07-06
2403,K.R.S,2011,27,2011-07-07,23.84,101.29,4368,4907,K.R.S-2011-07-07
2404,K.R.S,2011,27,2011-07-08,23.88,101.34,5499,4906,K.R.S-2011-07-08
2489,K.R.S,2011,28,2011-07-09,23.98,101.46,6160,4908,K.R.S-2011-07-09
2490,K.R.S,2011,28,2011-07-10,24.03,101.53,5690,4910,K.R.S-2011-07-10
2491,K.R.S,2011,28,2011-07-11,24.05,101.55,5220,4910,K.R.S-2011-07-11
2492,K.R.S,2011,28,2011-07-12,23.94,101.42,4311,5415,K.R.S-2011-07-12
2493,K.R.S,2011,28,2011-07-13,23.72,101.15,4629,7052,K.R.S-2011-07-13
2494,K.R.S,2011,28,2011-07-14,23.54,100.92,4328,6357,K.R.S-2011-07-14
2495,K.R.S,2011,28,2011-07-15,23.60,101,5123,4269,K.R.S-2011-07-15
2573,K.R.S,2011,29,2011-07-16,24.13,101.65,9941,3694,K.R.S-2011-07-16
2574,K.R.S,2011,29,2011-07-17,25.10,102.82,15112,3766,K.R.S-2011-07-17
2575,K.R.S,2011,29,2011-07-18,26.46,104.40,19715,3868,K.R.S-2011-07-18
2576,K.R.S,2011,29,2011-07-19,28.28,106.42,25174,4030,K.R.S-2011-07-19
2577,K.R.S,2011,29,2011-07-20,30.12,108.37,26462,5035,K.R.S-2011-07-20
2578,K.R.S,2011,29,2011-07-21,31.77,110.05,25387,6094,K.R.S-2011-07-21
2579,K.R.S,2011,29,2011-07-22,32.89,111.15,19418,6280,K.R.S-2011-07-22
2664,K.R.S,2011,30,2011-07-23,33.83,112.05,16054,5044,K.R.S-2011-07-23
2665,K.R.S,2011,30,2011-07-24,34.79,112.95,14898,3641,K.R.S-2011-07-24
2666,K.R.S,2011,30,2011-07-25,35.88,113.95,16473,3703,K.R.S-2011-07-25
2667,K.R.S,2011,30,2011-07-26,37.35,115.26,20956,3793,K.R.S-2011-07-26
2668,K.R.S,2011,30,2011-07-27,38.47,116.23,16946,3876,K.R.S-2011-07-27
2669,K.R.S,2011,30,2011-07-28,38.98,116.67,10980,4859,K.R.S-2011-07-28
2670,K.R.S,2011,30,2011-07-29,39.20,116.86,9855,7119,K.R.S-2011-07-29
2755,K.R.S,2011,31,2011-07-30,39.49,117.10,10546,7101,K.R.S-2011-07-30
2756,K.R.S,2011,31,2011-07-31,39.64,117.23,9418,7452,K.R.S-2011-07-31
2757,K.R.S,2011,31,2011-08-01,39.73,117.30,8588,7453,K.R.S-2011-08-01
2758,K.R.S,2011,31,2011-08-02,40.09,117.60,11803,7467,K.R.S-2011-08-02
2759,K.R.S,2011,31,2011-08-03,40.27,117.75,9753,7496,K.R.S-2011-08-03
2760,K.R.S,2011,31,2011-08-04,41.14,118.47,17821,7515,K.R.S-2011-08-04
2761,K.R.S,2011,31,2011-08-05,42.42,119.50,22583,7642,K.R.S-2011-08-05
2846,K.R.S,2011,32,2011-08-06,43.71,120.52,25043,9903,K.R.S-2011-08-06
2847,K.R.S,2011,32,2011-08-07,44.78,121.35,31784,19176,K.R.S-2011-08-07
2848,K.R.S,2011,32,2011-08-08,45.63,122,30172,20131,K.R.S-2011-08-08
2849,K.R.S,2011,32,2011-08-09,46.19,122.42,27121,20420,K.R.S-2011-08-09
2850,K.R.S,2011,32,2011-08-10,46.43,122.60,18452,15466,K.R.S-2011-08-10
2851,K.R.S,2011,32,2011-08-11,47.05,123.06,15732,8390,K.R.S-2011-08-11
2852,K.R.S,2011,32,2011-08-12,47.45,123.35,13232,8440,K.R.S-2011-08-12
2937,K.R.S,2011,33,2011-08-13,47.69,123.53,11512,8460,K.R.S-2011-08-13
2938,K.R.S,2011,33,2011-08-14,48.13,123.85,13774,8508,K.R.S-2011-08-14
2939,K.R.S,2011,33,2011-08-15,48.61,124.20,14327,8518,K.R.S-2011-08-15
2940,K.R.S,2011,33,2011-08-16,49.17,124.60,15197,8529,K.R.S-2011-08-16
2941,K.R.S,2011,33,2011-08-17,49.45,124.80,11977,8539,K.R.S-2011-08-17
2942,K.R.S,2011,33,2011-08-18,49.24,124.65,6324,8539,K.R.S-2011-08-18
2943,K.R.S,2011,33,2011-08-19,48.96,124.45,5511,8534,K.R.S-2011-08-19
3028,K.R.S,2011,34,2011-08-20,48.66,124.23,5165,8527,K.R.S-2011-08-20
3029,K.R.S,2011,34,2011-08-21,48.29,123.97,4523,8520,K.R.S-2011-08-21
3030,K.R.S,2011,34,2011-08-22,48.16,123.87,7122,8513,K.R.S-2011-08-22
3031,K.R.S,2011,34,2011-08-23,48.25,123.94,9810,8513,K.R.S-2011-08-23
3032,K.R.S,2011,34,2011-08-24,48.20,123.90,9072,9515,K.R.S-2011-08-24
3033,K.R.S,2011,34,2011-08-25,48.13,123.85,9975,10577,K.R.S-2011-08-25
3034,K.R.S,2011,34,2011-08-26,48.09,123.82,11353,11637,K.R.S-2011-08-26
3119,K.R.S,2011,35,2011-08-27,47.98,123.74,10560,11635,K.R.S-2011-08-27
3120,K.R.S,2011,35,2011-08-28,47.87,123.66,10551,11627,K.R.S-2011-08-28
3121,K.R.S,2011,35,2011-08-29,47.82,123.62,11179,11622,K.R.S-2011-08-29
3122,K.R.S,2011,35,2011-08-30,47.65,123.50,9893,11601,K.R.S-2011-08-30
3123,K.R.S,2011,35,2011-08-31,47.79,123.60,13370,11598,K.R.S-2011-08-31
3124,K.R.S,2011,35,2011-09-01,48.34,124,18132,11631,K.R.S-2011-09-01
3125,K.R.S,2011,35,2011-09-02,48.68,124.25,23436,19190,K.R.S-2011-09-02
3182,K.R.S,2011,36,2011-09-03,48.53,124.14,33183,34752,K.R.S-2011-09-03
3183,K.R.S,2011,36,2011-09-04,48.68,124.25,38713,36728,K.R.S-2011-09-04
3184,K.R.S,2011,36,2011-09-05,48.54,124.15,46011,47419,K.R.S-2011-09-05
3185,K.R.S,2011,36,2011-09-06,48.39,124.04,39358,40927,K.R.S-2011-09-06
3186,K.R.S,2011,36,2011-09-07,48.02,123.77,31018,35096,K.R.S-2011-09-07
3187,K.R.S,2011,36,2011-09-08,47.65,123.50,22669,26734,K.R.S-2011-09-08
3188,K.R.S,2011,36,2011-09-09,47.79,123.60,17895,16107,K.R.S-2011-09-09
3273,K.R.S,2011,37,2011-09-10,47.88,123.67,15081,13769,K.R.S-2011-09-10
3274,K.R.S,2011,37,2011-09-11,47.90,123.68,14102,13738,K.R.S-2011-09-11
3275,K.R.S,2011,37,2011-09-12,47.99,123.75,15059,13746,K.R.S-2011-09-12
3276,K.R.S,2011,37,2011-09-13,48.17,123.88,16024,13762,K.R.S-2011-09-13
3277,K.R.S,2011,37,2011-09-14,48.14,123.86,13863,13974,K.R.S-2011-09-14
3278,K.R.S,2011,37,2011-09-15,48.03,123.78,12904,13965,K.R.S-2011-09-15
3279,K.R.S,2011,37,2011-09-16,47.93,123.70,12891,13952,K.R.S-2011-09-16
3369,K.R.S,2011,38,2011-09-17,48.03,123.78,15422,13952,K.R.S-2011-09-17
3370,K.R.S,2011,38,2011-09-18,48.27,123.95,9854,6960,K.R.S-2011-09-18
3371,K.R.S,2011,38,2011-09-19,48.34,124,7957,6961,K.R.S-2011-09-19
3372,K.R.S,2011,38,2011-09-20,48.41,124.05,7975,6961,K.R.S-2011-09-20
3373,K.R.S,2011,38,2011-09-21,48.46,124.09,7815,6961,K.R.S-2011-09-21
3374,K.R.S,2011,38,2011-09-22,48.38,124.03,6200,6961,K.R.S-2011-09-22
3375,K.R.S,2011,38,2011-09-23,48.24,123.93,5575,6961,K.R.S-2011-09-23
3467,K.R.S,2011,39,2011-09-24,48.06,123.80,5109,6960,K.R.S-2011-09-24
3468,K.R.S,2011,39,2011-09-25,47.86,123.65,4792,6960,K.R.S-2011-09-25
3469,K.R.S,2011,39,2011-09-26,47.63,123.48,4462,6946,K.R.S-2011-09-26
3470,K.R.S,2011,39,2011-09-27,47.32,123.26,3630,6904,K.R.S-2011-09-27
3471,K.R.S,2011,39,2011-09-28,46.97,123,3026,6892,K.R.S-2011-09-28
3472,K.R.S,2011,39,2011-09-29,46.55,122.69,2255,6853,K.R.S-2011-09-29
3473,K.R.S,2011,39,2011-09-30,46.18,122.41,2706,6840,K.R.S-2011-09-30
3565,K.R.S,2011,40,2011-10-01,45.81,122.13,2668,6795,K.R.S-2011-10-01
3566,K.R.S,2011,40,2011-10-02,45.70,122.05,5811,6801,K.R.S-2011-10-02
3567,K.R.S,2011,40,2011-10-03,45.71,122.06,7204,6801,K.R.S-2011-10-03
3568,K.R.S,2011,40,2011-10-04,45.63,122,6109,6790,K.R.S-2011-10-04
3569,K.R.S,2011,40,2011-10-05,45.44,121.85,4723,6756,K.R.S-2011-10-05
3570,K.R.S,2011,40,2011-10-06,45.15,121.63,3661,6754,K.R.S-2011-10-06
3571,K.R.S,2011,40,2011-10-07,44.86,121.41,3577,6669,K.R.S-2011-10-07
3656,K.R.S,2011,41,2011-10-08,44.57,121.19,3472,6563,K.R.S-2011-10-08
3657,K.R.S,2011,41,2011-10-09,44.29,120.97,3621,6703,K.R.S-2011-10-09
3658,K.R.S,2011,41,2011-10-10,44.26,120.95,6611,6673,K.R.S-2011-10-10
3659,K.R.S,2011,41,2011-10-11,44.32,121,7649,6673,K.R.S-2011-10-11
3660,K.R.S,2011,41,2011-10-12,44.83,121.39,12851,6703,K.R.S-2011-10-12
3661,K.R.S,2011,41,2011-10-13,45.63,122,16224,6745,K.R.S-2011-10-13
3662,K.R.S,2011,41,2011-10-14,46.09,122.34,12301,6790,K.R.S-2011-10-14
3747,K.R.S,2011,42,2011-10-15,46.37,122.55,10313,6814,K.R.S-2011-10-15
3748,K.R.S,2011,42,2011-10-16,46.70,122.80,10970,6852,K.R.S-2011-10-16
3749,K.R.S,2011,42,2011-10-17,46.97,123,10198,6854,K.R.S-2011-10-17
3750,K.R.S,2011,42,2011-10-18,47.07,123.07,8251,6892,K.R.S-2011-10-18
3751,K.R.S,2011,42,2011-10-19,47,123.02,6366,6904,K.R.S-2011-10-19
