SL_NO,RESERVOIR,YEAR,WEEK_NO,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,UNIQUE_KEY
837,Harangi,2011,10,2011-03-05,4.11,2839.42,34,0,HARANGI-2011-03-05
838,Harangi,2011,10,2011-03-06,4.11,2839.43,34,0,HARANGI-2011-03-06
839,Harangi,2011,10,2011-03-07,4.11,2839.43,22,0,HARANGI-2011-03-07
840,Harangi,2011,10,2011-03-08,4.11,2839.43,22,0,HARANGI-2011-03-08
841,Harangi,2011,10,2011-03-09,4.11,2839.44,23,0,HARANGI-2011-03-09
842,Harangi,2011,10,2011-03-10,4.11,2839.43,29,0,HARANGI-2011-03-10
843,Harangi,2011,10,2011-03-11,4.11,2839.43,29,0,HARANGI-2011-03-11
928,Harangi,2011,11,2011-03-12,4.11,2839.43,29,0,HARANGI-2011-03-12
929,Harangi,2011,11,2011-03-13,4.11,2839.43,29,0,HARANGI-2011-03-13
930,Harangi,2011,11,2011-03-14,4.11,2839.43,29,0,HARANGI-2011-03-14
931,Harangi,2011,11,2011-03-15,4.11,2839.43,31,0,HARANGI-2011-03-15
932,Harangi,2011,11,2011-03-16,4.11,2839.44,34,0,HARANGI-2011-03-16
933,Harangi,2011,11,2011-03-17,4.11,2839.41,36,50,HARANGI-2011-03-17
934,Harangi,2011,11,2011-03-18,4.10,2839.39,32,40,HARANGI-2011-03-18
1019,Harangi,2011,12,2011-03-19,4.10,2839.36,20,40,HARANGI-2011-03-19
1020,Harangi,2011,12,2011-03-20,4.09,2839.33,20,40,HARANGI-2011-03-20
1021,Harangi,2011,12,2011-03-21,4.09,2839.30,14,40,HARANGI-2011-03-21
1022,Harangi,2011,12,2011-03-22,4.09,2839.28,27,40,HARANGI-2011-03-22
1023,Harangi,2011,12,2011-03-23,4.09,2839.26,32,40,HARANGI-2011-03-23
1024,Harangi,2011,12,2011-03-24,4.09,2839.24,32,40,HARANGI-2011-03-24
1025,Harangi,2011,12,2011-03-25,4.09,2839.22,32,40,HARANGI-2011-03-25
1110,Harangi,2011,13,2011-03-26,4.08,2839.20,32,40,HARANGI-2011-03-26
1111,Harangi,2011,13,2011-03-27,4.08,2839.18,32,40,HARANGI-2011-03-27
1112,Harangi,2011,13,2011-03-28,4.08,2839.16,38,40,HARANGI-2011-03-28
1113,Harangi,2011,13,2011-03-29,4.08,2839.16,38,40,HARANGI-2011-03-29
1114,Harangi,2011,13,2011-03-30,4.08,2839.14,23,50,HARANGI-2011-03-30
1115,Harangi,2011,13,2011-03-31,4.08,2839.13,50,40,HARANGI-2011-03-31
1116,Harangi,2011,13,2011-04-01,4.08,2839.12,34,30,HARANGI-2011-04-01
1201,Harangi,2011,14,2011-04-02,4.07,2839.05,57,125,HARANGI-2011-04-02
1202,Harangi,2011,14,2011-04-03,4.05,2838.91,48,200,HARANGI-2011-04-03
1203,Harangi,2011,14,2011-04-04,4.04,2838.75,24,200,HARANGI-2011-04-04
1204,Harangi,2011,14,2011-04-05,4.02,2838.59,24,200,HARANGI-2011-04-05
1205,Harangi,2011,14,2011-04-06,4,2838.35,28,300,HARANGI-2011-04-06
1206,Harangi,2011,14,2011-04-07,3.98,2838.16,38,250,HARANGI-2011-04-07
1207,Harangi,2011,14,2011-04-08,3.95,2837.91,15,300,HARANGI-2011-04-08
1292,Harangi,2011,15,2011-04-09,3.92,2837.67,27,300,HARANGI-2011-04-09
1293,Harangi,2011,15,2011-04-10,3.91,2837.50,17,200,HARANGI-2011-04-10
1294,Harangi,2011,15,2011-04-11,3.88,2837.20,10,350,HARANGI-2011-04-11
1295,Harangi,2011,15,2011-04-12,3.86,2837.08,27,150,HARANGI-2011-04-12
1296,Harangi,2011,15,2011-04-13,3.83,2836.75,24,400,HARANGI-2011-04-13
1297,Harangi,2011,15,2011-04-14,3.81,2836.54,88,325,HARANGI-2011-04-14
1298,Harangi,2011,15,2011-04-15,3.79,2836.33,63,300,HARANGI-2011-04-15
1383,Harangi,2011,16,2011-04-16,3.76,2836.12,44,350,HARANGI-2011-04-16
1384,Harangi,2011,16,2011-04-17,3.74,2835.91,68,300,HARANGI-2011-04-17
1385,Harangi,2011,16,2011-04-18,3.73,2835.80,38,150,HARANGI-2011-04-18
1386,Harangi,2011,16,2011-04-19,3.73,2835.82,44,0,HARANGI-2011-04-19
1387,Harangi,2011,16,2011-04-20,3.74,2835.85,51,0,HARANGI-2011-04-20
1388,Harangi,2011,16,2011-04-21,3.74,2835.90,75,0,HARANGI-2011-04-21
1389,Harangi,2011,16,2011-04-22,3.76,2836.07,136,0,HARANGI-2011-04-22
1474,Harangi,2011,17,2011-04-23,3.77,2836.15,112,0,HARANGI-2011-04-23
1475,Harangi,2011,17,2011-04-24,3.77,2836.21,93,0,HARANGI-2011-04-24
1476,Harangi,2011,17,2011-04-25,3.79,2836.33,160,0,HARANGI-2011-04-25
1477,Harangi,2011,17,2011-04-26,3.79,2836.38,75,0,HARANGI-2011-04-26
1478,Harangi,2011,17,2011-04-27,3.79,2836.40,39,0,HARANGI-2011-04-27
1479,Harangi,2011,17,2011-04-28,3.79,2836.41,27,0,HARANGI-2011-04-28
1480,Harangi,2011,17,2011-04-29,3.79,2836.42,27,0,HARANGI-2011-04-29
1565,Harangi,2011,18,2011-04-30,3.79,2836.42,20,0,HARANGI-2011-04-30
1566,Harangi,2011,18,2011-05-01,3.80,2836.50,117,0,HARANGI-2011-05-01
1567,Harangi,2011,18,2011-05-02,3.81,2836.54,63,0,HARANGI-2011-05-02
1568,Harangi,2011,18,2011-05-03,3.81,2836.56,39,0,HARANGI-2011-05-03
1569,Harangi,2011,18,2011-05-04,3.81,2836.57,27,0,HARANGI-2011-05-04
1570,Harangi,2011,18,2011-05-05,3.81,2836.58,27,0,HARANGI-2011-05-05
1571,Harangi,2011,18,2011-05-06,3.81,2836.59,27,0,HARANGI-2011-05-06
1656,Harangi,2011,19,2011-05-07,3.81,2836.60,27,0,HARANGI-2011-05-07
1657,Harangi,2011,19,2011-05-08,3.81,2836.60,20,0,HARANGI-2011-05-08
1658,Harangi,2011,19,2011-05-09,3.81,2836.57,27,43,HARANGI-2011-05-09
1659,Harangi,2011,19,2011-05-10,3.81,2836.55,27,43,HARANGI-2011-05-10
1660,Harangi,2011,19,2011-05-11,3.81,2836.52,27,43,HARANGI-2011-05-11
1661,Harangi,2011,19,2011-05-12,3.80,2836.49,27,43,HARANGI-2011-05-12
1662,Harangi,2011,19,2011-05-13,3.80,2836.46,27,43,HARANGI-2011-05-13
1747,Harangi,2011,20,2011-05-14,3.81,2836.56,216,75,HARANGI-2011-05-14
1748,Harangi,2011,20,2011-05-15,3.81,2836.54,72,75,HARANGI-2011-05-15
1749,Harangi,2011,20,2011-05-16,3.79,2836.42,50,175,HARANGI-2011-05-16
1750,Harangi,2011,20,2011-05-17,3.78,2836.29,34,175,HARANGI-2011-05-17
1751,Harangi,2011,20,2011-05-18,3.78,2836.24,105,150,HARANGI-2011-05-18
1752,Harangi,2011,20,2011-05-19,3.78,2836.23,100,100,HARANGI-2011-05-19
1753,Harangi,2011,20,2011-05-20,3.78,2836.24,77,50,HARANGI-2011-05-20
1838,Harangi,2011,21,2011-05-21,3.78,2836.24,37,10,HARANGI-2011-05-21
1839,Harangi,2011,21,2011-05-22,3.78,2836.24,37,10,HARANGI-2011-05-22
1840,Harangi,2011,21,2011-05-23,3.78,2836.26,27,0,HARANGI-2011-05-23
1841,Harangi,2011,21,2011-05-24,3.78,2836.26,20,0,HARANGI-2011-05-24
1842,Harangi,2011,21,2011-05-25,3.78,2836.27,33,0,HARANGI-2011-05-25
1843,Harangi,2011,21,2011-05-26,3.78,2836.32,75,0,HARANGI-2011-05-26
1844,Harangi,2011,21,2011-05-27,3.79,2836.33,27,0,HARANGI-2011-05-27
1920,Harangi,2011,22,2011-05-28,3.79,2836.33,15,0,HARANGI-2011-05-28
1921,Harangi,2011,22,2011-05-29,3.79,2836.39,87,0,HARANGI-2011-05-29
1922,Harangi,2011,22,2011-05-30,3.79,2836.40,27,0,HARANGI-2011-05-30
1923,Harangi,2011,22,2011-05-31,6.34,2836.40,15,0,HARANGI-2011-05-31
1990,Harangi,2011,23,2011-06-01,3.80,2836.46,15,0,HARANGI-2011-06-01
1991,Harangi,2011,23,2011-06-02,3.79,2836.41,27,0,HARANGI-2011-06-02
1992,Harangi,2011,23,2011-06-03,3.80,2836.45,63,0,HARANGI-2011-06-03
1993,Harangi,2011,23,2011-06-04,3.81,2836.58,172,0,HARANGI-2011-06-04
1994,Harangi,2011,23,2011-06-05,3.82,2836.65,100,0,HARANGI-2011-06-05
1995,Harangi,2011,23,2011-06-06,3.84,2836.82,220,0,HARANGI-2011-06-06
1996,Harangi,2011,23,2011-06-07,3.85,2836.98,208,0,HARANGI-2011-06-07
1997,Harangi,2011,23,2011-06-08,3.87,2837.13,196,0,HARANGI-2011-06-08
1998,Harangi,2011,23,2011-06-09,3.89,2837.38,316,0,HARANGI-2011-06-09
1999,Harangi,2011,23,2011-06-10,3.91,2837.52,184,0,HARANGI-2011-06-10
2111,Harangi,2011,24,2011-06-11,3.93,2837.69,220,0,HARANGI-2011-06-11
2112,Harangi,2011,24,2011-06-12,3.95,2837.91,280,0,HARANGI-2011-06-12
2113,Harangi,2011,24,2011-06-13,4,2838.36,557,0,HARANGI-2011-06-13
2114,Harangi,2011,24,2011-06-14,4.05,2838.84,593,0,HARANGI-2011-06-14
2115,Harangi,2011,24,2011-06-15,4.13,2839.64,978,0,HARANGI-2011-06-15
2116,Harangi,2011,24,2011-06-16,4.18,2840.16,641,0,HARANGI-2011-06-16
2117,Harangi,2011,24,2011-06-17,4.23,2840.61,557,0,HARANGI-2011-06-17
2202,Harangi,2011,25,2011-06-18,4.35,2841.74,1375,0,HARANGI-2011-06-18
2203,Harangi,2011,25,2011-06-19,4.47,2842.95,1507,0,HARANGI-2011-06-19
2204,Harangi,2011,25,2011-06-20,4.53,2843.52,702,0,HARANGI-2011-06-20
2205,Harangi,2011,25,2011-06-21,4.56,2843.82,377,0,HARANGI-2011-06-21
2206,Harangi,2011,25,2011-06-22,4.60,2844.06,387,0,HARANGI-2011-06-22
2207,Harangi,2011,25,2011-06-23,4.65,2844.32,686,0,HARANGI-2011-06-23
2208,Harangi,2011,25,2011-06-24,4.77,2844.86,1407,0,HARANGI-2011-06-24
2293,Harangi,2011,26,2011-06-25,4.95,2845.64,2025,0,HARANGI-2011-06-25
2294,Harangi,2011,26,2011-06-26,5.39,2847.62,5117,0,HARANGI-2011-06-26
2295,Harangi,2011,26,2011-06-27,5.73,2849.17,4004,0,HARANGI-2011-06-27
2296,Harangi,2011,26,2011-06-28,6.32,2851.79,6761,0,HARANGI-2011-06-28
2297,Harangi,2011,26,2011-06-29,6.68,2853.41,4184,0,HARANGI-2011-06-29
2298,Harangi,2011,26,2011-06-30,6.93,2854.35,2432,0,HARANGI-2011-06-30
2299,Harangi,2011,26,2011-07-01,7.16,2855.04,2724,0,HARANGI-2011-07-01
2384,Harangi,2011,27,2011-07-02,7.40,2855.74,2763,0,HARANGI-2011-07-02
2385,Harangi,2011,27,2011-07-03,7.50,2856.03,2357,1200,HARANGI-2011-07-03
2386,Harangi,2011,27,2011-07-04,7.47,2855.94,1469,1800,HARANGI-2011-07-04
2387,Harangi,2011,27,2011-07-05,7.47,2855.94,1514,1500,HARANGI-2011-07-05
2388,Harangi,2011,27,2011-07-06,7.50,2856.04,1906,1500,HARANGI-2011-07-06
2389,Harangi,2011,27,2011-07-07,7.52,2856.10,2649,2400,HARANGI-2011-07-07
2390,Harangi,2011,27,2011-07-08,7.49,2856,1993,2370,HARANGI-2011-07-08
2475,Harangi,2011,28,2011-07-09,7.50,2856.05,2210,2000,HARANGI-2011-07-09
2476,Harangi,2011,28,2011-07-10,7.50,2856.04,1882,1900,HARANGI-2011-07-10
2477,Harangi,2011,28,2011-07-11,7.54,2856.15,1652,1200,HARANGI-2011-07-11
2478,Harangi,2011,28,2011-07-12,7.54,2856.15,1271,1200,HARANGI-2011-07-12
2479,Harangi,2011,28,2011-07-13,7.57,2856.26,1702,1250,HARANGI-2011-07-13
2480,Harangi,2011,28,2011-07-14,7.55,2856.19,1332,1585,HARANGI-2011-07-14
2481,Harangi,2011,28,2011-07-15,7.57,2856.26,4465,4170,HARANGI-2011-07-15
2559,Harangi,2011,29,2011-07-16,7.52,2856.10,6062,6667,HARANGI-2011-07-16
2560,Harangi,2011,29,2011-07-17,7.62,2856.39,8032,6875,HARANGI-2011-07-17
2561,Harangi,2011,29,2011-07-18,7.42,2855.81,6135,8385,HARANGI-2011-07-18
2562,Harangi,2011,29,2011-07-19,7.67,2856.56,9960,5100,HARANGI-2011-07-19
2563,Harangi,2011,29,2011-07-20,7.56,2856.23,7937,9208,HARANGI-2011-07-20
2564,Harangi,2011,29,2011-07-21,7.67,2856.55,6661,5386,HARANGI-2011-07-21
2565,Harangi,2011,29,2011-07-22,7.65,2856.50,6226,6400,HARANGI-2011-07-22
2650,Harangi,2011,30,2011-07-23,7.61,2856.37,6012,6500,HARANGI-2011-07-23
2651,Harangi,2011,30,2011-07-24,7.70,2856.63,7340,6300,HARANGI-2011-07-24
2652,Harangi,2011,30,2011-07-25,7.68,2856.57,8187,8400,HARANGI-2011-07-25
2653,Harangi,2011,30,2011-07-26,7.50,2856.03,4750,6850,HARANGI-2011-07-26
2654,Harangi,2011,30,2011-07-27,7.43,2855.85,3517,4200,HARANGI-2011-07-27
2655,Harangi,2011,30,2011-07-28,7.69,2856.61,4214,1215,HARANGI-2011-07-28
2656,Harangi,2011,30,2011-07-29,7.74,2856.75,2670,2100,HARANGI-2011-07-29
2741,Harangi,2011,31,2011-07-30,7.67,2856.54,1300,2100,HARANGI-2011-07-30
2742,Harangi,2011,31,2011-07-31,7.81,2856.95,3478,1850,HARANGI-2011-07-31
2743,Harangi,2011,31,2011-08-01,7.57,2856.24,2576,5335,HARANGI-2011-08-01
2744,Harangi,2011,31,2011-08-02,7.66,2856.52,3519,2400,HARANGI-2011-08-02
2745,Harangi,2011,31,2011-08-03,7.88,2857.16,6208,3679,HARANGI-2011-08-03
2746,Harangi,2011,31,2011-08-04,7.82,2856.98,7017,7700,HARANGI-2011-08-04
2747,Harangi,2011,31,2011-08-05,7.88,2857.18,8505,7700,HARANGI-2011-08-05
2832,Harangi,2011,32,2011-08-06,7.98,2857.45,8880,7800,HARANGI-2011-08-06
2833,Harangi,2011,32,2011-08-07,7.62,2856.40,9031,13122,HARANGI-2011-08-07
2834,Harangi,2011,32,2011-08-08,7.55,2856.18,10485,11325,HARANGI-2011-08-08
2835,Harangi,2011,32,2011-08-09,7.33,2855.54,8153,10637,HARANGI-2011-08-09
2836,Harangi,2011,32,2011-08-10,7.41,2855.79,5376,4375,HARANGI-2011-08-10
2837,Harangi,2011,32,2011-08-11,7.67,2856.56,6130,3092,HARANGI-2011-08-11
2838,Harangi,2011,32,2011-08-12,7.87,2857.14,5494,3200,HARANGI-2011-08-12
2923,Harangi,2011,33,2011-08-13,8.02,2857.57,4768,3062,HARANGI-2011-08-13
2924,Harangi,2011,33,2011-08-14,7.93,2857.32,4358,5315,HARANGI-2011-08-14
2925,Harangi,2011,33,2011-08-15,7.78,2856.87,3166,4906,HARANGI-2011-08-15
2926,Harangi,2011,33,2011-08-16,7.87,2857.14,3240,1700,HARANGI-2011-08-16
2927,Harangi,2011,33,2011-08-17,7.97,2857.44,2747,1550,HARANGI-2011-08-17
2928,Harangi,2011,33,2011-08-18,8.04,2857.64,2455,1650,HARANGI-2011-08-18
2929,Harangi,2011,33,2011-08-19,8.10,2857.83,2416,1650,HARANGI-2011-08-19
3014,Harangi,2011,34,2011-08-20,8.16,2857.98,2260,1650,HARANGI-2011-08-20
3015,Harangi,2011,34,2011-08-21,8.24,2858.22,2612,1650,HARANGI-2011-08-21
3016,Harangi,2011,34,2011-08-22,8.39,2858.66,3395,1650,HARANGI-2011-08-22
3017,Harangi,2011,34,2011-08-23,8.45,2858.86,2343,1538,HARANGI-2011-08-23
3018,Harangi,2011,34,2011-08-24,8.44,2858.83,1405,2333,HARANGI-2011-08-24
3019,Harangi,2011,34,2011-08-25,8.44,2858.81,2000,2056,HARANGI-2011-08-25
3020,Harangi,2011,34,2011-08-26,8.42,2858.75,1799,2012,HARANGI-2011-08-26
3105,Harangi,2011,35,2011-08-27,8.44,2858.81,2162,1905,HARANGI-2011-08-27
3106,Harangi,2011,35,2011-08-28,8.42,2858.75,2529,2742,HARANGI-2011-08-28
3107,Harangi,2011,35,2011-08-29,8.41,2858.73,2594,2650,HARANGI-2011-08-29
3108,Harangi,2011,35,2011-08-30,8.37,2858.60,3337,3824,HARANGI-2011-08-30
3109,Harangi,2011,35,2011-08-31,8.44,2858.81,4562,3717,HARANGI-2011-08-31
3110,Harangi,2011,35,2011-09-01,8.33,2858.51,4271,5423,HARANGI-2011-09-01
3111,Harangi,2011,35,2011-09-02,8.12,2857.88,5960,8405,HARANGI-2011-09-02
3168,Harangi,2011,36,2011-09-03,8.29,2858.37,7542,5600,HARANGI-2011-09-03
3169,Harangi,2011,36,2011-09-04,8.12,2857.87,6364,8300,HARANGI-2011-09-04
3170,Harangi,2011,36,2011-09-05,8.23,2858.19,7226,5950,HARANGI-2011-09-05
3171,Harangi,2011,36,2011-09-06,8.23,2858.21,6039,5938,HARANGI-2011-09-06
3172,Harangi,2011,36,2011-09-07,8.26,2858.29,3803,3467,HARANGI-2011-09-07
3173,Harangi,2011,36,2011-09-08,8.26,2858.30,3250,3188,HARANGI-2011-09-08
3174,Harangi,2011,36,2011-09-09,8.25,2858.26,2866,3000,HARANGI-2011-09-09
3259,Harangi,2011,37,2011-09-10,8.31,2858.44,2763,2035,HARANGI-2011-09-10
3260,Harangi,2011,37,2011-09-11,8.36,2858.58,2938,2367,HARANGI-2011-09-11
3261,Harangi,2011,37,2011-09-12,8.34,2858.54,2472,2606,HARANGI-2011-09-12
3262,Harangi,2011,37,2011-09-13,8.35,2858.56,2465,2363,HARANGI-2011-09-13
3263,Harangi,2011,37,2011-09-14,8.36,2858.58,2480,2363,HARANGI-2011-09-14
3264,Harangi,2011,37,2011-09-15,8.36,2858.58,2280,2257,HARANGI-2011-09-15
3265,Harangi,2011,37,2011-09-16,8.34,2858.52,4216,3252,HARANGI-2011-09-16
3355,Harangi,2011,38,2011-09-17,8.34,2858.52,3681,4833,HARANGI-2011-09-17
3356,Harangi,2011,38,2011-09-18,8.33,2858.51,2892,2908,HARANGI-2011-09-18
3357,Harangi,2011,38,2011-09-19,8.33,2858.51,2636,2613,HARANGI-2011-09-19
3358,Harangi,2011,38,2011-09-20,8.33,2858.51,2431,2408,HARANGI-2011-09-20
3359,Harangi,2011,38,2011-09-21,8.34,2858.52,1976,1913,HARANGI-2011-09-21
3360,Harangi,2011,38,2011-09-22,8.33,2858.51,1784,1800,HARANGI-2011-09-22
3361,Harangi,2011,38,2011-09-23,8.32,2858.47,1567,1700,HARANGI-2011-09-23
3453,Harangi,2011,39,2011-09-28,7.97,2857.43,512,1500,HARANGI-2011-09-28
3454,Harangi,2011,39,2011-09-29,7.88,2857.16,463,1490,HARANGI-2011-09-29
3455,Harangi,2011,39,2011-09-30,7.77,2856.84,346,1569,HARANGI-2011-09-30
3456,Harangi,2011,39,2011-09-24,8.28,2858.34,1214,1700,HARANGI-2011-09-24
3457,Harangi,2011,39,2011-09-25,8.22,2858.16,926,1600,HARANGI-2011-09-25
3458,Harangi,2011,39,2011-09-26,8.14,2857.93,730,1600,HARANGI-2011-09-26
3459,Harangi,2011,39,2011-09-27,8.06,2857.69,591,1500,HARANGI-2011-09-27
3551,Harangi,2011,40,2011-10-01,7.65,2856.49,260,1600,HARANGI-2011-10-01
3552,Harangi,2011,40,2011-10-02,7.53,2856.13,220,1600,HARANGI-2011-10-02
3553,Harangi,2011,40,2011-10-03,7.40,2855.75,142,1600,HARANGI-2011-10-03
3554,Harangi,2011,40,2011-10-04,7.27,2855.36,103,1500,HARANGI-2011-10-04
3555,Harangi,2011,40,2011-10-05,7.13,2854.94,86,1500,HARANGI-2011-10-05
3556,Harangi,2011,40,2011-10-06,6.99,2854.53,74,1500,HARANGI-2011-10-06
3557,Harangi,2011,40,2011-10-07,6.83,2854.07,28,1500,HARANGI-2011-10-07
3642,Harangi,2011,41,2011-10-08,6.72,2853.62,275,1500,HARANGI-2011-10-08
3643,Harangi,2011,41,2011-10-09,6.64,2853.25,575,1500,HARANGI-2011-10-09
3644,Harangi,2011,41,2011-10-10,6.55,2852.84,472,1500,HARANGI-2011-10-10
3645,Harangi,2011,41,2011-10-11,6.48,2852.53,730,1500,HARANGI-2011-10-11
3646,Harangi,2011,41,2011-10-12,6.41,2852.19,583,1430,HARANGI-2011-10-12
3647,Harangi,2011,41,2011-10-13,6.45,2852.38,1301,783,HARANGI-2011-10-13
3648,Harangi,2011,41,2011-10-14,6.46,2852.43,657,500,HARANGI-2011-10-14
3733,Harangi,2011,42,2011-10-15,6.47,2852.48,657,500,HARANGI-2011-10-15
3734,Harangi,2011,42,2011-10-16,6.48,2852.52,632,500,HARANGI-2011-10-16
3735,Harangi,2011,42,2011-10-17,6.48,2852.52,717,585,HARANGI-2011-10-17
3736,Harangi,2011,42,2011-10-18,6.45,2852.41,345,600,HARANGI-2011-10-18
3737,Harangi,2011,42,2011-10-19,6.42,2852.24,300,709,HARANGI-2011-10-19
3738,Harangi,2011,42,2011-10-20,6.34,2851.90,101,948,HARANGI-2011-10-20
3739,Harangi,2011,42,2011-10-21,6.26,2851.52,168,1119,HARANGI-2011-10-21
3824,Harangi,2011,43,2011-10-22,6.19,2851.22,230,975,HARANGI-2011-10-22
3825,Harangi,2011,43,2011-10-23,6.11,2850.87,101,975,HARANGI-2011-10-23
3826,Harangi,2011,43,2011-10-24,6.10,2850.82,761,862,HARANGI-2011-10-24
